security_id,cusip,issuer,reason,conflicting_evidence,impacted_observation_count,affected_variants,affected_splits,recommended_review_action
,G0411D107,APOLLOMICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G1148A119,BLACK HAWK ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,G1149B108,ABLE VIEW GLOBAL INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1263B108,BIG TREE CLOUD HLDGS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,G1827P106,CANTOR EQUITY PARTNERS II IN,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G29201111,ECARX HOLDINGS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,G4035N103,GP-ACT III ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G5451A103,LEGATO MERGER CORP III,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout,resolve ambiguity
,G5490M118,LIGHTWAVE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0,H0_dev;H1_time_holdout;H2_manager_holdout,resolve ambiguity
,G6693P106,ROBO.AI INC.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q,H0_dev;H2_manager_holdout;H2_manager_holdout,resolve ambiguity
,G86302125,SWVL HOLDINGS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0,H3_security_holdout,resolve ambiguity
,M74240116,NEUROSENSE THERAPEUTICS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout,resolve ambiguity
,M7S64L115,PAGAYA TECHNOLOGIES LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,7,O0;O1_2Q,H0_dev;H0_dev;H2_manager_holdout,resolve ambiguity
,003057106,ABRDN INCOME CREDIT STRATEGI,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H1_time_holdout,resolve ambiguity
,114082209,ERNEXA THERAPEUTICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev,resolve ambiguity
,128117108,CALAMOS CONV OPPORTUNITIES &,AMBIGUOUS,"multiple distinct US tickers: ['CHI', 'XCHIX']",6,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,12811V105,CALAMOS DYNAMIC CONV & INCOM,AMBIGUOUS,"multiple distinct US tickers: ['CCD', 'XCCDX']",6,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,27826S103,EATON VANCE SR INCOME TR,AMBIGUOUS,"multiple distinct US tickers: ['EVF', 'XEVFX']",6,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,27828N102,EATON VANCE TAX-MANAGED DIVE,AMBIGUOUS,"multiple distinct US tickers: ['ETY', 'XETYX']",6,O0;O1_2Q;O1_3Q,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,28059P204,EDIBLE GARDEN AG INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,338480106,FLAHERTY & CRUMRINE PFD INCO,AMBIGUOUS,"multiple distinct US tickers: ['PFD', 'XPFDX']",6,O0,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,36465A109,GAMCO GLOBAL GOLD NAT RES &,AMBIGUOUS,"multiple distinct US tickers: ['GGN', 'XGGNX']",6,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,46132H106,INVESCO CALIF VALUE MUN INCO,AMBIGUOUS,"multiple distinct US tickers: ['VCV', 'XVCVX']",6,O0,H0_dev;H1_time_holdout,resolve ambiguity
,46132X101,INVESCO MUNI INCOME OPP TRST,AMBIGUOUS,"multiple distinct US tickers: ['OIA', 'XOIAX']",6,O0,H0_dev;H1_time_holdout,resolve ambiguity
,46137V456,INVESCO EXCHANGE TRADED FD T,CONFLICT,SEC title 'INVESCO S&P MIDCAP VALUE WIT' -> ['VVR'] != OpenFIGI XMVM,6,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,review conflict evidence
,46138G201,INVESCO EXCH TRADED FD TR II,CONFLICT,SEC title 'INVESCO S&P SMALLCAP MATERIA' -> ['VVR'] != OpenFIGI PSCM,6,O0,H3_security_holdout,review conflict evidence
,46138G300,INVESCO EXCH TRADED FD TR II,CONFLICT,SEC title 'INVESCO S&P SMALLCAP QUALITY' -> ['VVR'] != OpenFIGI XSHQ,6,O0,H0_dev;H1_time_holdout,review conflict evidence
,46138G581,INVESCO EXCH TRADED FD TR II,CONFLICT,SEC title 'INVESCO S&P 500 QVM MULTI-FA' -> ['VVR'] != OpenFIGI QVML,6,O0;O1_2Q,H3_security_holdout;H3_security_holdout,review conflict evidence
,46144X131,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],6,O0;O1_2Q,H3_security_holdout,review conflict evidence
,47109U104,JAPAN SMALLER CAPITALIZATION,AMBIGUOUS,"multiple distinct US tickers: ['JOF', 'XXJOFXX']",6,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,471871103,JASPER THERAPEUTICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,55380K125,M-TRON INDS INC,CONFLICT,SEC unique ticker MPTI != OpenFIGI MPTI/WS,6,O0;O1_2Q,H2_manager_holdout,review conflict evidence
,557437100,XAI MADISON EQUITY PREMIUM I,AMBIGUOUS,"multiple distinct US tickers: ['MCN', 'XMCNX']",6,O0,H0_dev;H1_time_holdout,resolve ambiguity
,583435201,STEAKHOLDER FOODS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,60879E119,MOMENTUS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,60879E309,MOMENTUS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H2_manager_holdout,resolve ambiguity
,64113L103,NETCAPITAL INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev,resolve ambiguity
,64124P101,NEUBERGER MUN FD INC,AMBIGUOUS,"multiple distinct US tickers: ['NBH', 'XNBHX']",6,O0,H0_dev;H1_time_holdout,resolve ambiguity
,644323107,FS SPECIALTY LENDING FD,AMBIGUOUS,"multiple distinct US tickers: ['FSSL', 'XFSLX']",6,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,67061T101,NUVEEN SELECT MAT MUN FD,AMBIGUOUS,"multiple distinct US tickers: ['NIM', 'XNIMX']",6,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,67062M105,NUVEEN N Y MUN VALUE FD,AMBIGUOUS,"multiple distinct US tickers: ['NNY', 'XNNYX']",6,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,67070X101,NUVEEN MUNICIPAL CREDIT INC,AMBIGUOUS,"multiple distinct US tickers: ['NZF', 'XNZFX']",6,O0,H3_security_holdout,resolve ambiguity
,72203T100,PIMCO ACCESS INCOME FUND,AMBIGUOUS,"multiple distinct US tickers: ['PAXS', 'XPAAX']",6,O0,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,74933W429,RBB FD INC,CONFLICT,SEC title 'F/M 2-YEAR INV G CORP B ETF' -> ['FMBM'] != OpenFIGI ZTWO,6,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,review conflict evidence
,76881Y109,RIVERNORTH OPPORTUNITIES FD,AMBIGUOUS,"multiple distinct US tickers: ['RIV', 'XRIVX']",6,O0,H4_combined,resolve ambiguity
,780915104,ROYCE MICRO-CAP TR INC,AMBIGUOUS,"multiple distinct US tickers: ['RMT', 'XOTCX']",6,O0,H0_dev;H1_time_holdout;H2_manager_holdout,resolve ambiguity
,83006G104,60 DEGREES PHARMACEUTICALS I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev,resolve ambiguity
,867781403,SUNSHINE BIOPHARMA INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,86887P200,CEA INDUSTRIES INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,880198205,SABA CAPITAL INCOME & OPPORT,AMBIGUOUS,"multiple distinct US tickers: ['SABA', 'XSABX']",6,O0,H0_dev;H1_time_holdout;H2_manager_holdout,resolve ambiguity
,92259N104,VELO3D INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev,resolve ambiguity
,92835W107,VIRTUS TOTAL RETURN FD INC,AMBIGUOUS,"multiple distinct US tickers: ['XZTRX', 'ZTR']",6,O0,H0_dev;H1_time_holdout,resolve ambiguity
,94987B105,ALLSPRING INCOME OPPORTUNIT,AMBIGUOUS,"multiple distinct US tickers: ['EAD', 'XEADX']",6,O0;O1_2Q,H3_security_holdout;H4_combined,resolve ambiguity
,G0411D123,APOLLOMICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H4_combined,resolve ambiguity
,G26745102,ANDRETTI ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G3302D103,FGI INDUSTRIES LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout;H4_combined,resolve ambiguity
,G33033104,ARES ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev;H1_time_holdout;H2_manager_holdout,resolve ambiguity
,G4R52R103,HELPORT AI LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q;O1_3Q,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,G50737124,JAWS MUSTANG ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev,resolve ambiguity
,G5331N101,KYIVSTAR GROUP LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H4_combined,resolve ambiguity
,G5380J100,LANVIN GROUP HOLDINGS LIMITE,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G8403L102,SRIVARU HOLDING LIMITED,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev,resolve ambiguity
,G8403L110,SRIVARU HOLDING LIMITED,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,resolve ambiguity
,G86302117,SWVL HOLDINGS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G9491K139,GOGORO INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G9675P102,WILLOW LANE ACQUISITION CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G9R16L118,VALUENCE MERGER CORP I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout,resolve ambiguity
,M1R95N100,ARBE ROBOTICS LTD,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H0_dev;H1_time_holdout,resolve ambiguity
,M6000J119,HUB CYBER SECURITY LTD,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,6,O0,H3_security_holdout,resolve ambiguity
,003009107,ABRDN ASIA PACIFIC INCOME FU,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,00326W106,ABRDN GLOBAL INFRA INCOME FU,AMBIGUOUS,"multiple distinct US tickers: ['ASGI', 'XAGIX']",5,O0;O1_2Q,H1_time_holdout,resolve ambiguity
,008183113,AEYE INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,01879R106,ALLIANCEBERNSTEIN GLOBAL HIG,AMBIGUOUS,"multiple distinct US tickers: ['AWF', 'XAWFX']",5,O0;O1_2Q,H3_security_holdout,resolve ambiguity
,09074F207,BIOVIE INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,09254F100,BLACKROCK MUNIYILD QULT FD I,AMBIGUOUS,"multiple distinct US tickers: ['MQY', 'XMQYX']",5,O0,H1_time_holdout,resolve ambiguity
,09254X101,BLACKROCK MUNIHLDGS NJ QLTY,AMBIGUOUS,"multiple distinct US tickers: ['MUJ', 'XMUJX']",5,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,09255X100,BLACKROCK FLOATING RATE INCO,AMBIGUOUS,"multiple distinct US tickers: ['FRA', 'XFRAX']",5,O0,H2_manager_holdout,resolve ambiguity
,09256U105,BLACKSTONE SENI FLTN RAT 202,AMBIGUOUS,"multiple distinct US tickers: ['BSL', 'XBSLX']",5,O0,H2_manager_holdout,resolve ambiguity
,09262F100,BLACKROCK ESG CAP ALLC TERM,AMBIGUOUS,"multiple distinct US tickers: ['ECAT', 'XESGX']",5,O0;O1_2Q,H2_manager_holdout,resolve ambiguity
,09263B108,BLACKSKY TECHNOLOGY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,128125101,CALAMOS STRATEGIC TOTAL RETU,AMBIGUOUS,"multiple distinct US tickers: ['CSQ', 'XCSQX']",5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,16842Q134,CHICKEN SOUP FOR THE SOUL EN,AMBIGUOUS,"multiple distinct US tickers: ['CSSEL', 'CSSLQ']",5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,18469P209,CLEARBRIDGE ENERGY MIDSTRM O,AMBIGUOUS,"multiple distinct US tickers: ['EMO', 'XEMOX']",5,O0,H0_dev;H1_time_holdout;H2_manager_holdout,resolve ambiguity
,20678X304,CDT EQUITY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,224916106,CREDIT SUISSE ASSET MGMT,AMBIGUOUS,"multiple distinct US tickers: ['CIK', 'XCIKX']",5,O0;O1_2Q;O1_3Q,H3_security_holdout,resolve ambiguity
,25862D105,DOUBLELINE YIELD OPPORTUNITI,AMBIGUOUS,"multiple distinct US tickers: ['DLY', 'XDLYX']",5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,26433C105,DUFF & PHELPS UTLITY AND INF,AMBIGUOUS,"multiple distinct US tickers: ['DPG', 'XDPGX']",5,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,26923N413,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X INVERSE MSTR DT ETF' -> ['TRXA'] != OpenFIGI MSTZ,5,O0;O1_2Q,H3_security_holdout,review conflict evidence
,30052F118,EVGO INC,CONFLICT,SEC unique ticker EVGO != OpenFIGI EVGOW,5,O0,H2_manager_holdout,review conflict evidence
,351471305,FOXO TECHNOLOGIES INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H3_security_holdout,resolve ambiguity
,36246K103,GABELLI HEALTHCARE & WELLNES,AMBIGUOUS,"multiple distinct US tickers: ['GRX', 'XXGRX']",5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,46090A705,INVESCO ACTIVELY MANAGED EXC,CONFLICT,SEC title 'INVESCO S&P 500 DOWNSIDE HED' -> ['VVR'] != OpenFIGI PHDG,5,O0;O1_2Q,H0_dev;H0_dev,review conflict evidence
,46092D384,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],5,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,46092D665,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],5,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,review conflict evidence
,46131H107,INVESCO SR INCOME TR,AMBIGUOUS,"multiple distinct US tickers: ['VVR', 'XVVRX']",5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,46132C107,INVESCO MUN OPPORTUNIT TR,AMBIGUOUS,"multiple distinct US tickers: ['VMO', 'XVMOX']",5,O0,H4_combined,resolve ambiguity
,46137V290,INVESCO EXCHANGE TRADED FD T,CONFLICT,SEC title 'INVESCO S&P 500 EQUAL WEIGHT' -> ['VVR'] != OpenFIGI RSPR,5,O0,H3_security_holdout;H4_combined,review conflict evidence
,61745C105,MORGAN STANLEY INDIA INVT FD,AMBIGUOUS,"multiple distinct US tickers: ['IIF', 'XIIFX']",5,O0,H2_manager_holdout,resolve ambiguity
,64133Q108,NEUBERGER NEXT GENERATION,AMBIGUOUS,"multiple distinct US tickers: ['NBXG', 'XNBGX']",5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,655187102,ACLARION INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,68989M129,OUSTER INC,CONFLICT,SEC unique ticker OUST != OpenFIGI OUSTW,5,O0;O1_2Q;O1_3Q,H0_dev;H0_dev;H0_dev,review conflict evidence
,69355M107,PIMCO DYNAMIC INCOME OPRNTS,AMBIGUOUS,"multiple distinct US tickers: ['PDO', 'XPDOX']",5,O0,H2_manager_holdout,resolve ambiguity
,72200U100,PIMCO CORPORATE & INCM STRG,AMBIGUOUS,"multiple distinct US tickers: ['PCN', 'XPCNX']",5,O0,H4_combined,resolve ambiguity
,72200Y102,PIMCO NEW YORK MUN FD II,AMBIGUOUS,"multiple distinct US tickers: ['PNI', 'XPNIX']",5,O0,H3_security_holdout,resolve ambiguity
,746909100,PUTNAM MASTER INTER INCOME T,AMBIGUOUS,"multiple distinct US tickers: ['PIM', 'XPIMX']",5,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,76883Y107,RIVERNORTH FLEXIBLE MUNI INC,AMBIGUOUS,"multiple distinct US tickers: ['RFMZ', 'XRFZX']",5,O0,H1_time_holdout,resolve ambiguity
,854936119,STARDUST PWR INC,CONFLICT,SEC title 'GLOBAL PARTNER ACQ A -CW27' -> ['GLP'] != OpenFIGI SDSTW,5,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,review conflict evidence
,87283Q750,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TMED,5,O0,H0_dev;H1_time_holdout,review conflict evidence
,87283Q768,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TFNS,5,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,review conflict evidence
,87283Q792,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TTEQ,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,review conflict evidence
,880192109,TEMPLETON EMERGING MKTS INCO,AMBIGUOUS,"multiple distinct US tickers: ['TEI', 'XTEIX']",5,O0,H1_time_holdout,resolve ambiguity
,89601Y119,IRIS ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H0_dev,resolve ambiguity
,92838U108,VIRTUS CONVERTIBLE & INC FD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,92838X102,VIRTUS CONVERTIBLE & INCOME,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,94987C103,ALLSPRING GLOBAL DIVIDEND OP,AMBIGUOUS,"multiple distinct US tickers: ['EOD', 'XEODX']",5,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G0136H102,AERIES TECHNOLOGY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G0750N120,AXIOM INTELLIGENCE AC CORP 1,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1051H101,BERTO ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1051H127,BERTO ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1069P137,BEST SPAC I ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1828A108,CANTOR EQUITY PARTNERS III I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G20315100,CENTURION ACQUISITION CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G2868C111,DIGITAL ASSET ACQUISITION CO,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G32901103,FACT II ACQUISITION CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G3415K101,FIFTH ERA ACQUISITION CORP I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G3415K135,FIFTH ERA ACQUISITION CORP I,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G50716110,NVNI GROUP LIMITED,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H0_dev,resolve ambiguity
,G5093B121,JENA ACQUISITION CORP II,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H3_security_holdout,resolve ambiguity
,G5353S129,LAKESHORE ACQUISITION III CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H0_dev;H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G5501C109,LIONHEART HOLDINGS,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,G5S86M100,LAUNCH ONE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0,H3_security_holdout,resolve ambiguity
,G6202B119,MONEYHERO LIMITED,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,5,O0;O1_2Q;O1_3Q,H3_security_holdout;H3_security_holdout;H3_security_holdout,resolve ambiguity
